time,temperature_2m_max_(°C),temperature_2m_min_(°C),temperature_2m_mean_(°C),daylight_duration_(s),sunshine_duration_(s),precipitation_hours_(h),shortwave_radiation_sum_(MJ/m²)
11/27/2020,25.9,8.6,18,39870.84,37097.05,0,20.72
11/28/2020,25.9,11.7,17.9,39837.77,37059.49,0,20.46
11/29/2020,25,8.7,17.1,39806.22,37023.49,0,20.11
11/30/2020,22.3,12.9,16.5,39775.79,34460.58,1,12.86
12/1/2020,22.2,6.1,12.6,39746.46,35809.52,2,17.74
12/2/2020,22,7.5,14.4,39718.27,36922.51,0,18.41
12/3/2020,22.9,8.4,14.8,39691.25,36891.45,0,18.08
12/4/2020,23.5,6.5,14.2,39665.43,36861.75,0,18.18
12/5/2020,24,8.1,15.6,39640.85,36833.47,0,18.43
12/6/2020,22,7.8,15.1,39617.54,36806.64,1,17.63
12/7/2020,19.5,9.6,14.8,39595.55,35736.68,3,15.18
12/8/2020,21.3,7.3,13.3,39574.9,36757.5,0,16.47
12/9/2020,22,8.4,14.8,39555.63,33222.1,0,16.99
12/10/2020,23.6,9.4,15.9,39537.78,34591.81,0,17.31
12/11/2020,24.2,12.4,17.5,39521.37,36340.41,0,18.54
12/12/2020,22.9,9.9,16.4,39506.45,36678.5,1,17.28
12/13/2020,24.9,7.2,15.9,39493.04,36662.99,0,19.3
12/14/2020,23.1,10.7,16.3,39481.19,36649.28,0,17.76
12/15/2020,24.8,6.8,15.3,39470.91,36637.38,0,19.25
12/16/2020,22,10.6,15.4,39462.26,36627.35,0,16.09
12/17/2020,22.2,7.7,14.5,39455.25,36619.21,0,17.94
12/18/2020,22.7,7.2,14.5,39449.93,36613,1,17.82
12/19/2020,23.1,10.3,16,39446.3,36608.56,0,18.15
12/20/2020,22.2,9.5,15.9,39444.32,36184.75,0,16.85
12/21/2020,21.7,9.1,15,39443.95,36336.89,1,17.13
12/22/2020,23.5,9.5,16.1,39445.18,36267.06,1,17.31
12/23/2020,23.7,8.1,16.2,39447.99,36016.02,0,18.69
12/24/2020,23,8,15.8,39452.38,36612.21,0,19.74
12/25/2020,21.1,2.7,10.9,39458.31,35305.07,0,17.42
12/26/2020,23.4,6.9,14.6,39465.78,36626.42,1,19.47
12/27/2020,22.3,6.8,14.3,39474.75,36636.18,0,20.13
12/28/2020,22.4,5.3,13.7,39485.23,36647.68,0,20.47
12/29/2020,22,4.5,13.1,39497.18,36660.9,0,20.28
12/30/2020,22.9,4.9,12.9,39510.59,36675.81,0,20.07
12/31/2020,19.8,7.6,13.3,39525.44,36692.39,0,20.27
1/1/2021,24.4,1.1,11.6,39541.7,36710.62,0,20.7
1/2/2021,24,3.6,12.4,39559.36,36730.46,0,20.43
1/3/2021,24.3,3,13,39578.39,36751.89,0,20.2
1/4/2021,23,6.6,14.9,39598.77,36774.9,0,20.27
1/5/2021,22.6,6.9,14.3,39620.49,36799.45,0,19.37
1/6/2021,22.1,5.8,14.3,39643.52,36825.52,0,19.76
1/7/2021,19.9,9.8,14.4,39667.83,31531.12,3,14.83
1/8/2021,21.4,6.7,13.8,39693.47,36881.96,0,18.76
1/9/2021,19.8,7.5,14.2,39720.72,36800.1,1,17.34
1/10/2021,21.7,6.6,13.6,39749.58,36732.64,2,17.62
1/11/2021,18.4,7.6,12.9,39779.99,35642.18,1,14.82
1/12/2021,21.4,7.2,13.3,39811.88,37013.71,0,18.58
1/13/2021,19.8,6.4,13,39845.2,27032.82,0,13.96
1/14/2021,22.5,8.7,14.9,39879.89,31078.75,0,15.96
1/15/2021,20.9,11.3,15.6,39915.88,35669.49,2,15.76
1/16/2021,20.8,8.3,14.9,39953.11,35947.69,2,15.2
1/17/2021,20.8,11.4,14.9,39991.53,34041.28,5,13.08
1/18/2021,21.2,7,13.1,40031.08,35652.52,1,19.32
1/19/2021,23.7,7.4,14.7,40071.7,37303.34,0,19.71
1/20/2021,21.9,8.5,15.3,40113.33,36008.36,0,17.44
1/21/2021,25.2,8.9,16,40155.91,36762.85,0,20.49
1/22/2021,25.2,10.7,17,40199.4,37445.55,0,20.84
1/23/2021,24.5,10.9,17.3,40243.71,37220.45,0,18.7
1/24/2021,24.1,9.5,16.9,40288.82,33720.88,0,16.6
1/25/2021,25.1,6.2,15.3,40334.66,33881.15,0,20.95
1/26/2021,26.9,8.4,16.6,40381.18,37493.7,0,21.18
1/27/2021,26.4,11.6,18.2,40428.31,37513.09,0,21.07
1/28/2021,23.2,9.9,14.9,40476.11,36497.8,1,18.24
1/29/2021,24.1,7.5,13.5,40525.07,36707.86,0,20.36
1/30/2021,25.7,8.8,16.4,40575.2,37590.23,0,21.07
1/31/2021,25.6,8.1,17.4,40626.44,37644.89,0,22.49
2/1/2021,21.3,11.5,14.8,40678.72,34309.95,5,18.58
2/2/2021,24.6,4.8,12.4,40731.98,37581.49,0,22.28
2/3/2021,26.2,4.9,15.5,40786.13,37806.29,0,23.27
2/4/2021,26.7,8.3,17.6,40841.12,37884.04,0,23.36
2/5/2021,27.5,10,18.2,40896.87,37918.96,0,23.31
2/6/2021,27.1,7.4,17.6,40953.33,37851.88,0,23.17
2/7/2021,26.3,8.8,16.9,41010.43,38043.24,0,23.22
2/8/2021,26.5,6.2,16.3,41068.11,38081.35,0,23.59
2/9/2021,24.7,8.7,16.2,41126.3,38236.14,0,22.42
2/10/2021,23.4,9.3,16.6,41184.94,38037.04,0,20.09
2/11/2021,23.6,8,15.9,41243.98,37946.21,1,22.37
2/12/2021,21.7,6.2,14.2,41303.35,38299.84,0,21.54
2/13/2021,22.3,6.4,13.3,41362.99,37941.24,0,24.37
2/14/2021,25.3,3.2,13.4,41422.86,38655.09,0,24.93
2/15/2021,24.3,1.3,13.3,41482.88,38703.09,0,25.37
2/16/2021,25.3,3,14.4,41543,38822.75,0,25.31
2/17/2021,24.6,4,14.1,41603.27,38209.74,0,22.94
2/18/2021,26.8,4.3,15.1,41664.21,38846.51,0,25.41
2/19/2021,24.7,5.9,14.9,41725.86,39048.41,0,24.55
2/20/2021,25.7,6.2,15,41788.17,39100.39,0,25.15
2/21/2021,26.1,10,17.5,41851.08,39232.17,0,24.66
2/22/2021,26.1,9.8,18,41914.52,39124.41,0,23.87
2/23/2021,25.6,5.9,15.2,41978.46,39175.96,0,24.89
2/24/2021,27.2,10.1,18.3,42042.82,39394.54,0,25.02
2/25/2021,27.5,8.8,18,42107.56,38518.89,0,25.24
2/26/2021,28.5,9.6,18.9,42172.62,39583.89,0,25.6
2/27/2021,28.6,9.9,19.5,42237.95,39652.51,0,25.05
2/28/2021,28.6,11.1,19.8,42303.5,39721.2,0,24.9
3/1/2021,29.6,13.5,20.9,42369.22,39789.94,0,25.29
3/2/2021,27.6,13.8,19.8,42435.05,39858.63,3,22.76
3/3/2021,27.8,11.2,19.4,42500.94,39231.45,0,24.39
3/4/2021,28.8,11.8,20.6,42566.85,39021.22,0,25.73
3/5/2021,29.1,11.2,20.5,42632.72,40064,0,25.28
3/6/2021,27.8,12.3,18.4,42698.5,31987.28,4,18.87
3/7/2021,27,7.9,16.3,42764.15,38865.41,0,23.55
3/8/2021,26.2,7.6,16.8,42829.61,38912.75,2,24.49
3/9/2021,27.3,7.2,16.2,42894.93,39810.54,0,25.45
3/10/2021,28.9,7.6,18.1,42960.59,40401.98,0,27.41
3/11/2021,28,12.1,19.6,43026.65,40469.8,0,26.85
3/12/2021,29,12.3,20.1,43093.05,40537.81,1,25.88
3/13/2021,28.8,10.9,19.8,43159.75,39919.09,0,26.8
3/14/2021,28.2,11,19.7,43226.7,40270.75,0,24.85
3/15/2021,28.1,12.4,20.1,43293.87,39722.65,0,25.07
3/16/2021,28.2,11.5,19.6,43361.2,40810.84,0,25.55
3/17/2021,26.6,10.6,19,43428.64,40842.06,0,25.51
3/18/2021,24.7,11.9,17.8,43496.15,39876.11,0,21.83
3/19/2021,24.8,7.9,15.8,43563.7,37533.47,0,23.13
3/20/2021,24.3,8.5,16.1,43631.23,39823.57,3,23.62
3/21/2021,23.7,10.2,16.7,43698.7,36181.52,6,21.73
3/22/2021,27.7,9.3,18.3,43766.06,40896,0,26.6
3/23/2021,28.7,9.5,19.1,43833.27,39092.4,1,26.95
3/24/2021,29.3,8.8,18.7,43900.28,41225.62,0,28.58
3/25/2021,29.6,8.3,18.8,43967.05,41240.75,0,29.07
3/26/2021,28.9,10.3,19.7,44033.53,40593.73,0,28.01
3/27/2021,29.1,11.1,20.4,44099.67,41273.15,0,27.75
3/28/2021,30.8,12.2,21.1,44165.43,41286.34,0,27.69
3/29/2021,27,12.8,18.6,44230.85,41301.7,1,23.82
3/30/2021,29.3,10.8,19.8,44296.38,37057.36,0,26.88
3/31/2021,30.2,13.2,21.6,44362.07,40927.47,0,27.88
4/1/2021,25.9,12.1,18,44427.87,41347.02,4,26.06
4/2/2021,25.1,9.4,15.3,44493.74,41361.78,0,20.01
4/3/2021,26.6,7.8,16,44559.65,40567.64,0,28.27
4/4/2021,26.6,7,16.3,44625.54,41582.52,0,28.15
4/5/2021,26.5,8.2,16.3,44691.37,38144.24,0,24.69
4/6/2021,26,10.7,17.8,44757.1,37212.38,3,22.3
4/7/2021,26.5,10.1,17,44822.68,37965.14,9,25.51
4/8/2021,26.5,10.6,19.3,44888.08,41482.52,2,24.96
4/9/2021,27.8,10.7,19.2,44953.23,40163.62,2,23.92
4/10/2021,28.8,11.7,19.7,45018.11,41987.43,0,27.5
4/11/2021,28.1,11.3,20.2,45082.66,42090.67,1,26.43
4/12/2021,28.1,13,20.9,45146.83,41953.86,0,25.29
4/13/2021,27.5,13.4,20.4,45210.58,40120.73,2,22.28
4/14/2021,27.5,12,19.1,45273.86,38014.82,3,24.12
4/15/2021,28,12.2,19.8,45336.61,38217.79,1,24.39
4/16/2021,28.4,11.2,19.5,45398.8,41663.14,1,25.66
4/17/2021,30.2,13.9,21.5,45460.36,41446.3,0,27.61
4/18/2021,30.1,10.6,20.7,45521.32,42914.86,0,29.76
4/19/2021,29.4,8.5,19.5,45582.14,42979.46,0,29.76
4/20/2021,28.3,9.3,19.1,45642.84,43036.72,0,29.42
4/21/2021,28.2,10.2,19.4,45703.38,43093.71,0,29.04
4/22/2021,28.6,11,20.1,45763.71,42845.88,0,27.53
4/23/2021,29.3,13.5,21.3,45823.79,42155.17,0,26.42
4/24/2021,30.5,12,21.2,45883.58,40539.97,0,27.4
4/25/2021,28.7,14.8,21.3,45943.02,37015.54,3,23.67
4/26/2021,28.4,14.6,21.2,46002.06,37521.48,2,21.81
4/27/2021,30.8,13.3,22.2,46060.67,39975.02,0,26.39
4/28/2021,30.4,15.8,22.2,46118.78,42656.77,1,24.17
4/29/2021,29.8,13.2,20.3,46176.36,41345.85,6,25.87
4/30/2021,27.5,15.1,20.3,46233.34,43285.3,7,23.45
5/1/2021,26,12.9,18.9,46289.68,43540.91,5,23.52
5/2/2021,27.9,11.9,19.8,46345.32,42418.69,1,26.13
5/3/2021,28.4,11.8,20,46400.21,43742.22,0,29.17
5/4/2021,28.7,11.1,20.3,46454.29,43791.98,0,28.44
5/5/2021,25.9,13.7,19.9,46507.51,43840.88,3,24.56
5/6/2021,25.7,13.6,17.8,46559.82,38347.88,16,23.68
5/7/2021,24.3,12.6,17.7,46611.15,43110.92,2,22.85
5/8/2021,24.7,11.8,17.8,46661.52,39500.45,4,22.33
5/9/2021,25.7,14.4,19.8,46711.34,30724.89,2,20.43
5/10/2021,23.6,14,18.5,46760.63,31996.69,10,19.85
5/11/2021,23.3,12.8,18.1,46809.34,37668.66,8,21.78
5/12/2021,22.9,11.3,16.9,46857.44,30861.66,10,19.56
5/13/2021,21.4,11.2,15.4,46904.87,30718.85,17,18.27
5/14/2021,22.7,12.9,16.6,46951.59,36540.21,8,20.76
5/15/2021,22.4,12.6,16.7,46997.56,35172.72,6,20.98
5/16/2021,22.1,13,17.1,47042.72,35628.77,10,21.47
5/17/2021,23.2,11.1,17.1,47087.03,41286.57,3,20.32
5/18/2021,24.1,11.7,17.3,47130.44,42872.09,4,23.73
5/19/2021,24.1,9.8,17.2,47172.9,44445.8,4,25.71
5/20/2021,25.5,7.4,16.6,47214.36,44483.22,0,28.85
5/21/2021,27.6,11.5,19.2,47254.77,43493,0,26.97
5/22/2021,28.3,12.4,19.4,47294.08,44555.09,0,27.45
5/23/2021,27.1,13.5,19.7,47332.24,42966.3,5,22.39
5/24/2021,27,14.4,20.2,47369.2,40142.62,2,22.96
5/25/2021,29.1,14.2,19.8,47404.89,39897.05,7,24.34
5/26/2021,28.8,13.9,20.4,47439.29,39437.39,2,23.74
5/27/2021,27.7,14.8,20.6,47472.32,41036.96,6,25.4
5/28/2021,30,12.8,21.7,47503.99,44743.94,0,28.89
5/29/2021,30.1,13.5,21.4,47534.58,44558.42,1,27.12
5/30/2021,29.6,13.9,21,47564.09,44797.4,7,26.74
5/31/2021,28.6,14,20.6,47592.52,43965.23,3,25.14
6/1/2021,28,14.1,20.5,47619.84,38867.12,3,24.33
6/2/2021,23.1,15.2,18.4,47646,29633.89,14,14.67
6/3/2021,20.9,13.5,16.7,47670.99,38291.41,14,19.55
6/4/2021,20.9,13.7,16.6,47694.78,34826.43,12,17.84
6/5/2021,21.3,13.7,17,47717.34,38297.01,8,18.99
6/6/2021,24,14.5,17.8,47738.65,25385.23,5,19.23
6/7/2021,26.7,12,19,47758.68,41967.26,2,27.16
6/8/2021,25.2,10.8,18.5,47777.41,44251.27,3,26.43
6/9/2021,24.9,13.7,18.6,47794.79,45003.38,15,24.76
6/10/2021,24.6,11.8,17.5,47810.82,40135.59,6,24.61
6/11/2021,20.3,12.6,16.2,47825.46,28246.27,10,16.69
6/12/2021,20.3,13.9,16.3,47838.7,27354.46,23,16.68
6/13/2021,20.3,14.2,16.5,47850.49,24661,21,15.28
6/14/2021,20,14.1,16.4,47860.83,31258.15,22,15.71
6/15/2021,22.1,13.8,17.1,47869.68,36167.76,6,22.77
6/16/2021,22.8,11.4,16.7,47877.03,45078.54,3,24.16
6/17/2021,21.7,12.7,16.8,47882.85,42561.66,4,20.1
6/18/2021,18.3,12,15.3,47887.19,17039.6,10,12.39
6/19/2021,21.5,11.7,15.9,47890.07,32400,17,21.92
6/20/2021,24,12.6,17.1,47891.48,42055.6,2,23.74
6/21/2021,24.1,11.2,17.9,47891.46,39805.56,2,26.13
6/22/2021,22.8,12.7,17.6,47890.01,34655.45,10,22.64
6/23/2021,21.4,13.4,16.7,47887.13,31674.13,10,21.2
6/24/2021,21.6,12.9,17.4,47882.84,41056.19,9,24.25
6/25/2021,20.5,11.5,16.4,47877.15,45080.28,14,22.18
6/26/2021,20.4,12.2,15.9,47870.08,37828.27,6,21.32
6/27/2021,18.6,12.1,15.1,47861.64,5128.85,13,10.85
6/28/2021,17.5,12.2,14.3,47851.84,11471.22,24,11.06
6/29/2021,20.5,12.5,15.9,47840.68,36596.5,6,19.63
6/30/2021,20.1,14.1,16.2,47828.2,28010.43,20,14.67
7/1/2021,18.7,13.5,16.1,47814.41,10022.35,20,10.99
7/2/2021,19.6,14,15.9,47799.32,20323.66,24,14.74
7/3/2021,18.7,13.4,15.5,47782.94,25456.65,23,17.72
7/4/2021,20.8,12.4,16,47765.29,36641.89,5,23.25
7/5/2021,22.1,11.4,16.4,47746.39,34602.16,7,23.54
7/6/2021,22.4,13.7,17,47726.25,36471.52,6,22.55
7/7/2021,21,13.4,17.1,47704.86,36502.03,8,20.71
7/8/2021,20.5,13.5,16.6,47682,20888.4,14,15.92
7/9/2021,21.6,13.4,17,47657.68,35512.61,4,20.02
7/10/2021,22.5,14,17.7,47631.94,40112.53,12,24.57
7/11/2021,23.2,13.2,17.3,47604.84,42369.64,11,23.61
7/12/2021,22.1,12.5,17,47576.41,44716.73,10,24.97
7/13/2021,21.2,13.3,17,47546.7,42928.55,12,23.97
7/14/2021,22.5,12.2,16.3,47515.75,37844.42,9,22.15
7/15/2021,20.1,12.9,16.1,47483.62,31728.08,14,16.85
7/16/2021,22.6,12.8,16.8,47450.34,34908.29,11,22.95
7/17/2021,22.3,13.2,17.4,47415.95,25880.56,7,17.37
7/18/2021,23.2,11.1,16.4,47380.5,40224.76,6,23.86
7/19/2021,22.8,12.1,16.6,47344.04,44614.34,7,26.48
7/20/2021,22.7,14.1,17.4,47306.61,43234.8,9,24.38
7/21/2021,22.1,12.8,16.9,47268.25,40641.91,10,22.63
7/22/2021,21.8,13.5,16.9,47229.01,41278.5,16,24.03
7/23/2021,22.7,11.5,16.6,47188.92,44400.18,5,25.39
7/24/2021,23.8,11.9,17,47148.03,41914.24,3,26.28
7/25/2021,24.3,11.7,17.2,47106.38,44402.8,1,26.38
7/26/2021,22.4,12.1,17.2,47064.01,41008.86,9,24.26
7/27/2021,24,13.2,17.2,47020.9,39600,6,25.1
7/28/2021,22.1,14,17.2,46976.67,35743.04,15,20.11
7/29/2021,24,13.5,17.5,46931.32,37065.61,18,23.54
7/30/2021,23.5,12.4,17.6,46884.91,43579.47,7,21.91
7/31/2021,23.1,13,16.8,46837.49,36950.59,14,23.24
8/1/2021,22,12.5,16.3,46789.11,42926.22,16,23.32
8/2/2021,22.6,13.4,17.1,46739.84,38769.55,13,24.87
8/3/2021,21.2,13.2,16.6,46689.72,22113.37,12,18.32
8/4/2021,22.1,13.3,17.1,46638.81,32504.4,15,21.85
8/5/2021,22,13.6,17,46587.17,33187.33,20,19.75
8/6/2021,21.9,13.9,17.5,46534.84,33560.85,13,22.32
8/7/2021,21.9,13.6,16.9,46481.87,40469.11,21,23.05
8/8/2021,21.1,13.2,16.8,46428.32,39044.62,16,20.79
8/9/2021,23.3,12.6,16.8,46374.23,39591.11,9,23.98
8/10/2021,23.8,11.9,17.4,46319.66,40673.47,10,24.26
8/11/2021,20.9,11.1,16.2,46264.65,42891.05,13,23.24
8/12/2021,23.1,12.4,16.7,46209.25,39979.61,15,25.26
8/13/2021,22.3,13.2,16.8,46153.5,38665.05,13,22.63
8/14/2021,22.4,13.6,16.8,46097.46,32565.45,18,21.52
8/15/2021,24.1,13.6,17.6,46041.16,40079.34,8,27.12
8/16/2021,23.5,13.6,18,45984.57,42335.64,10,22.97
8/17/2021,21.9,13.7,17.1,45927.29,37890.39,19,22.08
8/18/2021,23.2,13.3,17.4,45869.27,32362.33,12,21.59
8/19/2021,25.3,14.2,18.8,45810.58,42307.02,13,24.32
8/20/2021,23.2,11.5,17.1,45751.26,41981.4,5,23.46
8/21/2021,19.6,12.9,15.7,45691.37,10800,17,10.56
8/22/2021,20.8,13.3,16.5,45630.94,33346.16,8,21.55
8/23/2021,22.3,11.5,16.1,45570.04,40229.85,7,24.2
8/24/2021,21.5,12.7,16.3,45508.7,32457.56,8,16.62
8/25/2021,23.3,12.5,17.1,45446.98,37645.03,6,21.85
8/26/2021,22.2,12.2,16.2,45384.92,41994.72,4,23.3
8/27/2021,19.8,11.5,15.2,45322.56,20340.65,4,13.82
8/28/2021,20,12.6,15.5,45259.96,10822.7,13,12.76
8/29/2021,19.8,11,15.8,45197.14,2987.06,6,11.98
8/30/2021,21,13.4,16.6,45134.17,33251.76,12,18.88
8/31/2021,20.5,12.9,16.4,45071.07,35359.58,13,19.38
9/1/2021,19.6,13.7,16.1,45007.9,29412.5,18,15.55
9/2/2021,20.4,13.9,16,44944.7,20282.22,23,14.18
9/3/2021,20.6,13.4,16.2,44881.49,27417.67,19,19.75
9/4/2021,22.7,14.1,17.1,44818.34,36000,14,23.08
9/5/2021,21.7,14.1,17,44755.19,38202.81,11,21.79
9/6/2021,19.7,13.8,16,44691.62,16783.1,22,13.17
9/7/2021,20,13.3,16,44627.61,23351.13,20,17.4
9/8/2021,21,12.1,15.9,44563.18,36431.34,13,21.18
9/9/2021,22.2,13.3,16.9,44498.4,36203.44,18,20.38
9/10/2021,20.5,13.4,16.5,44433.3,39822.19,3,18.45
9/11/2021,21.2,10.9,15.7,44367.92,39729.15,6,19.98
9/12/2021,21.3,13,16,44302.31,33424.43,12,17.4
9/13/2021,21.5,13.9,16.5,44236.52,32513.69,12,19.39
9/14/2021,22.2,12.1,16.4,44170.57,38687.05,4,21.76
9/15/2021,22.2,13.2,17.2,44104.52,38580.12,5,21.65
9/16/2021,22,14,17.7,44038.41,39137.63,5,22.68
9/17/2021,21.9,13.5,17.2,43972.26,28974.52,14,19.07
9/18/2021,21.5,14.2,17.1,43906.14,36000,19,20.64
9/19/2021,20,13.8,16,43840.07,25600.88,19,16.76
9/20/2021,21.5,12.4,16.4,43774.11,36132.87,14,22.54
9/21/2021,24.5,14.1,17.7,43708.28,38904.1,14,22.81
9/22/2021,22.1,11.5,16.6,43642.63,39800.57,10,23.24
9/23/2021,21.1,10,14.8,43577.21,34383.79,7,18.43
9/24/2021,21.7,12.6,16.3,43512.04,37850.88,10,17.82
9/25/2021,23.1,12.5,16.9,43447.09,37750.43,13,20.2
9/26/2021,22,12.6,16.7,43381.91,36166.75,9,21.16
9/27/2021,21.8,13.1,16.5,43316.47,32407.75,14,20.36
9/28/2021,21.2,11.9,16.5,43250.8,36134.03,3,21.4
9/29/2021,21,12.6,16.7,43184.96,36422.15,7,19.88
9/30/2021,21.6,11.9,16.4,43118.99,36554.84,15,19.67
10/1/2021,21.4,11.9,16.4,43052.93,37483.92,8,21.55
10/2/2021,21.8,12.6,16.7,42986.82,39300.85,16,21.33
10/3/2021,23,12.5,17.2,42920.72,38650.96,16,20.36
10/4/2021,21.8,13.4,16.8,42854.67,36492.47,19,19.07
10/5/2021,21.3,13.1,16.4,42788.71,36200.5,12,19.34
10/6/2021,20.7,13.2,16,42722.89,30425.95,10,17.07
10/7/2021,22.9,11.8,16.1,42657.25,36706.14,3,22.63
10/8/2021,22.1,9.2,15.4,42591.84,38996.58,0,20.78
10/9/2021,22.1,11.7,16.3,42526.7,36884.73,5,21.26
10/10/2021,23.6,11.2,17.1,42461.89,39447.2,3,22.75
10/11/2021,24,12.5,17.5,42397.45,39446.23,3,22.4
10/12/2021,24.9,11.5,17.6,42333.43,39395.95,2,24.02
10/13/2021,24.5,9.7,16.1,42269.88,39300.49,0,24.61
10/14/2021,24,12.5,17.6,42206.83,39178.12,3,23
10/15/2021,26.1,11.3,17.4,42144.27,39132.54,2,23.5
10/16/2021,23.1,10.2,16.4,42081.68,39087.62,0,21.46
10/17/2021,19.9,12.5,15.5,42019.04,31637.14,9,14.84
10/18/2021,22,8.1,14,41956.39,34467.48,3,19.78
10/19/2021,23.6,9.2,15.7,41893.79,38431.5,1,23.05
10/20/2021,23.2,11.7,16.8,41831.28,38910.86,4,20.71
10/21/2021,23.8,12.3,16.9,41768.93,35161.45,5,19.1
10/22/2021,21.5,12.4,16.4,41706.77,29787.88,7,16.48
10/23/2021,20.8,11.9,15.6,41644.88,31528.21,4,16.93
10/24/2021,21.3,13,15.8,41583.3,36000,9,18
10/25/2021,22.9,10.5,15.3,41522.09,26343.75,2,15.86
10/26/2021,24.5,9.1,15.8,41461.3,37450.39,0,21.63
10/27/2021,24,9.2,16.1,41400.98,38622.93,1,21.69
10/28/2021,22,11.1,16,41341.21,38585.09,6,20.08
10/29/2021,20.8,10.8,15.2,41282.04,28883.71,11,15.45
10/30/2021,21.6,10.6,15.4,41223.52,38412.47,4,21.16
10/31/2021,22.4,8.3,14.7,41165.71,33703.88,2,20.26
11/1/2021,21.8,9.9,15.6,41108.68,36000,0,19.04
11/2/2021,23.6,7.7,15,41052.5,37197.8,0,22.35
11/3/2021,23.4,6.8,14.3,40997.21,38350.91,0,21.81
11/4/2021,23,7.9,14.9,40942.79,38291.19,0,22.47
11/5/2021,22.8,6.9,13.9,40888.73,38231.97,0,20.97
11/6/2021,22.5,6.1,14.3,40834.98,38173,0,22.37
11/7/2021,23.1,7.5,14.5,40781.6,36578.12,0,21.08
11/8/2021,23.9,8.2,15.2,40728.65,37825.83,0,20.62
11/9/2021,24.2,9.5,16,40676.19,37998.19,0,22.22
11/10/2021,24.7,8.3,15.6,40624.28,37940.86,0,21.36
11/11/2021,24.4,9,15.9,40572.97,37884.11,0,21.64
11/12/2021,22,6.2,14.4,40522.34,37827.99,0,22.15
11/13/2021,21.4,6.5,13.3,40472.43,37772.6,0,21.43
11/14/2021,21.2,7.7,13.3,40423.32,37717.99,0,20.01
11/15/2021,22.1,6.7,13.7,40375.07,37664.27,1,21.54
11/16/2021,22.1,5.8,13.1,40327.74,37214.72,0,19.48
11/17/2021,22.5,6.2,14.1,40281.39,37559.68,0,19.48
11/18/2021,22.8,8.5,15.4,40236.11,36580.1,0,19.8
